image_name,tags
train_3302,agriculture cultivation partly_cloudy primary road
train_3303,clear water
train_3304,partly_cloudy primary
train_3305,haze primary
train_3306,clear primary water
train_3307,partly_cloudy primary
train_3308,clear primary
train_3309,partly_cloudy primary
train_3310,clear primary water
train_3311,clear primary
train_3312,clear primary
train_3313,clear primary
train_3314,agriculture clear cultivation primary
train_3315,partly_cloudy primary water
train_3316,haze primary
train_3317,clear primary
train_3318,clear primary
train_3319,agriculture clear habitation primary road
train_3320,agriculture partly_cloudy primary road
train_3321,haze primary
train_3322,agriculture clear primary
train_3323,clear water
train_3324,agriculture clear primary
train_3325,partly_cloudy primary
train_3326,agriculture clear cultivation primary road
train_3327,cloudy
train_3328,agriculture clear cultivation primary water
train_3329,agriculture clear primary
train_3330,partly_cloudy primary
train_3331,clear primary
train_3332,agriculture cultivation partly_cloudy primary water
train_3333,haze primary
train_3334,agriculture partly_cloudy primary water
train_3335,agriculture clear cultivation habitation primary road water
train_3336,partly_cloudy primary
train_3337,agriculture partly_cloudy primary
train_3338,cultivation habitation partly_cloudy primary
train_3339,agriculture clear cultivation primary road
train_3340,cloudy
train_3341,clear primary
train_3342,agriculture clear habitation primary road
train_3343,agriculture clear primary road
train_3344,haze primary
train_3345,partly_cloudy primary water
train_3346,clear primary
train_3347,clear primary
train_3348,clear cultivation primary water
train_3349,clear water
train_3350,clear cultivation primary
train_3351,clear primary
train_3352,clear primary water
train_3353,clear primary water
train_3354,clear primary
train_3355,clear primary
train_3356,clear primary
train_3357,clear primary
train_3358,agriculture clear primary
train_3359,clear primary
train_3360,cloudy
train_3361,agriculture clear primary road
train_3362,agriculture clear primary
train_3363,agriculture partly_cloudy primary
train_3364,clear primary
train_3365,haze primary
train_3366,cloudy
train_3367,clear cultivation habitation primary
train_3368,cloudy
train_3369,partly_cloudy primary
train_3370,clear primary
train_3371,partly_cloudy primary
train_3372,clear primary road water
train_3373,partly_cloudy primary
train_3374,agriculture clear primary road water
train_3375,clear primary
train_3376,clear primary
train_3377,agriculture clear habitation primary road
train_3378,partly_cloudy primary water
train_3379,haze primary
train_3380,partly_cloudy primary
train_3381,agriculture partly_cloudy primary
train_3382,clear primary
train_3383,clear primary
train_3384,clear primary
train_3385,agriculture clear primary slash_burn
train_3386,clear primary
train_3387,clear primary
train_3388,agriculture partly_cloudy primary water
train_3389,agriculture clear cultivation primary road
train_3390,agriculture haze primary
train_3391,agriculture partly_cloudy primary road
train_3392,clear primary
train_3393,clear primary
train_3394,haze primary
train_3395,cloudy
train_3396,clear primary
train_3397,haze primary
train_3398,haze primary
train_3399,agriculture clear cultivation primary
train_3400,agriculture clear habitation primary
train_3401,haze primary
train_3402,partly_cloudy primary
train_3403,clear primary
train_3404,agriculture clear habitation primary road
train_3405,clear primary
train_3406,cloudy
train_3407,clear primary
train_3408,artisinal_mine clear primary water
train_3409,clear primary
train_3410,clear primary
train_3411,clear primary
train_3412,agriculture clear habitation primary road water
train_3413,haze primary
train_3414,clear primary
train_3415,artisinal_mine bare_ground clear habitation primary road water
train_3416,bare_ground clear habitation primary water
train_3417,partly_cloudy primary water
train_3418,agriculture partly_cloudy primary road
train_3419,partly_cloudy primary
train_3420,clear primary
train_3421,clear primary
train_3422,clear primary
train_3423,haze primary
train_3424,haze primary water
train_3425,agriculture clear primary
train_3426,clear primary
train_3427,clear primary
train_3428,clear primary
train_3429,agriculture clear primary road
train_3430,clear primary
train_3431,clear primary water
train_3432,clear primary
train_3433,clear primary road water
train_3434,agriculture clear primary
train_3435,clear primary
train_3436,agriculture clear habitation primary road
train_3437,agriculture clear cultivation habitation primary road water
train_3438,clear primary
train_3439,partly_cloudy primary
train_3440,agriculture cultivation haze primary
train_3441,clear water
train_3442,partly_cloudy primary
train_3443,partly_cloudy primary
train_3444,agriculture clear cultivation primary water
train_3445,agriculture haze water
train_3446,agriculture clear cultivation primary slash_burn
train_3447,clear primary
train_3448,clear primary water
train_3449,clear primary road
train_3450,agriculture partly_cloudy primary road
train_3451,agriculture clear primary water
train_3452,haze primary
train_3453,agriculture clear cultivation habitation primary
train_3454,artisinal_mine clear primary water
train_3455,clear primary
train_3456,cloudy
train_3457,clear primary
train_3458,clear primary
train_3459,agriculture partly_cloudy primary road water
train_3460,clear primary
train_3461,cultivation haze primary
train_3462,clear primary
train_3463,agriculture haze road
train_3464,agriculture clear primary road
train_3465,partly_cloudy primary water
train_3466,clear primary water
train_3467,clear primary
train_3468,cloudy
train_3469,clear primary
train_3470,clear primary
train_3471,agriculture clear cultivation primary road
train_3472,clear primary
train_3473,cloudy
train_3474,clear primary
train_3475,agriculture clear habitation primary road
train_3476,clear primary
train_3477,clear primary road water
train_3478,clear primary
train_3479,clear primary
train_3480,agriculture clear primary road
train_3481,agriculture haze primary road
train_3482,clear primary
train_3483,clear primary
train_3484,clear primary
train_3485,clear primary
train_3486,clear primary
train_3487,clear primary
train_3488,agriculture clear habitation primary road
train_3489,clear primary
train_3490,clear primary
train_3491,agriculture clear cultivation habitation primary
train_3492,clear primary road water
train_3493,agriculture clear primary road water
train_3494,agriculture clear primary
train_3495,clear primary
train_3496,agriculture clear cultivation primary
train_3497,clear primary water
train_3498,clear primary
train_3499,agriculture clear primary road
train_3500,partly_cloudy primary
train_3501,habitation haze primary water
train_3502,clear primary
train_3503,blow_down clear primary
train_3504,clear primary
train_3505,agriculture cultivation partly_cloudy primary
train_3506,agriculture cultivation habitation partly_cloudy primary road water
train_3507,clear primary
train_3508,clear primary
train_3509,partly_cloudy primary water
train_3510,clear habitation primary water
train_3511,partly_cloudy primary
train_3512,cloudy
train_3513,clear primary
train_3514,clear cultivation primary
train_3515,cultivation haze primary
train_3516,clear primary
train_3517,cloudy
train_3518,clear primary
train_3519,agriculture clear habitation primary road
train_3520,agriculture clear cultivation primary
train_3521,haze primary
train_3522,clear primary
train_3523,clear primary
train_3524,clear primary
train_3525,agriculture clear primary
train_3526,bare_ground clear cultivation primary road water
train_3527,clear primary
train_3528,clear primary
train_3529,clear primary water
train_3530,clear primary
train_3531,clear primary
train_3532,agriculture habitation haze primary road
train_3533,partly_cloudy primary
train_3534,haze primary
train_3535,clear cultivation primary
train_3536,clear primary
train_3537,artisinal_mine clear primary water
train_3538,agriculture habitation partly_cloudy primary road water
train_3539,clear primary
train_3540,clear primary
train_3541,agriculture clear
train_3542,cloudy
train_3543,agriculture haze primary water
train_3544,agriculture clear primary
train_3545,clear cultivation habitation primary road
train_3546,partly_cloudy primary water
train_3547,agriculture cultivation partly_cloudy primary water
train_3548,agriculture clear primary road
train_3549,agriculture clear primary road
train_3550,partly_cloudy primary
train_3551,bare_ground cultivation habitation partly_cloudy primary
train_3552,clear primary road
train_3553,agriculture clear cultivation habitation primary road water
train_3554,clear primary
train_3555,clear primary
train_3556,agriculture cultivation partly_cloudy primary water
train_3557,clear primary
train_3558,clear primary
train_3559,agriculture clear primary
train_3560,partly_cloudy primary
train_3561,haze water
train_3562,clear primary
train_3563,agriculture clear habitation primary road
train_3564,agriculture haze primary
